,Unnamed: 0,Date,Review_text,Review_title,Stars,Positive,Negative,Neutral,Compound,Overall
497,497,2020-05-25,I have received parcel yesterday but without cap. Kindly suggest how i will use,Without cap,2,0.0,0.238,0.762,-0.5334,Negative
498,498,2020-06-02,No detail about mfg dt ya exp date.its a expired product ya duplicate product.,Very bad experience.,1,0.0,0.155,0.845,-0.296,Negative
499,499,2020-07-18,Best Sanitizer available in India,Best sanitizer,5,0.512,0.0,0.488,0.6369,Positive
500,500,2020-09-03,This product causes skin infections and slight burning sensations.,Unhealthy for skin,2,0.0,0.0,1.0,0.0,Neutral
501,501,2020-08-09,Nice and smooth gel,Awesome hand sanitizer,5,0.483,0.0,0.517,0.4215,Positive
502,502,2020-06-22,Product is good. Aa well as product is packed very nicely.,Good one,5,0.506,0.0,0.494,0.8016,Positive
503,503,2020-06-27,Smell is not good like previous pdt unamused_face  unamused_face  unamused_face ,So so,3,0.0,0.361,0.639,-0.5448,Negative
504,504,2020-08-06,Easy to use,Portable,5,0.592,0.0,0.408,0.4404,Positive
505,505,2020-06-01,Not original product sticky and unpleasant smell,Not genuine product,1,0.0,0.503,0.497,-0.6202,Negative
506,506,2020-05-21,Good product of valuable price,Good product,3,0.667,0.0,0.333,0.7184,Positive
507,507,2020-05-24,The best hand sanitizer.....in India.,The best hand sanitizer in India....at affordable price.,5,0.712,0.0,0.288,0.8126,Positive
508,508,2020-05-30,bad smell,bad smell,1,0.0,0.778,0.222,-0.5423,Negative
509,509,2020-07-10,Gel based,Good,5,0.0,0.0,1.0,0.0,Neutral
510,510,2020-06-08,Nice productVery nice Lifebuoy sanitizer,Good,5,0.651,0.0,0.349,0.6808,Positive
511,511,2020-06-23,Not a genuine product seems duplicate branding,Duplicate Branding,1,0.0,0.0,1.0,0.0,Neutral
512,512,2020-06-19,delivered original,lifebuoy sanitizer always comes in a front row,5,0.697,0.0,0.303,0.3182,Positive
513,513,2020-05-28,Very good product and quick service  OK_hand ,Covid 19,5,0.347,0.0,0.653,0.4927,Positive
514,514,2020-08-21,Nowadays most needed thing....,Good Product,5,0.0,0.0,1.0,0.0,Neutral
515,515,2020-07-17,Very good.go for it.,Very good,5,0.0,0.0,1.0,0.0,Neutral
516,516,2020-06-11,Good as expected.,Good option,5,0.592,0.0,0.408,0.4404,Positive
517,517,2020-08-09,I don't like the scent of the product otherwise it's good...,Good one,3,0.0,0.19,0.81,-0.2755,Negative
518,518,2020-08-19,It's a good product. It's very easy to use n also effective.,Good,5,0.568,0.0,0.432,0.8479,Positive
519,519,2020-07-17,All ok,GOOD SERVICE,5,0.688,0.0,0.312,0.296,Positive
520,520,2020-07-03,Good sanitizer,Good,5,0.744,0.0,0.256,0.4404,Positive
521,521,2020-07-16,Feels like waterry.,Not worth,3,0.556,0.0,0.444,0.3612,Positive
522,522,2020-06-07,It is original product.,Genuine product,5,0.434,0.0,0.566,0.3182,Positive
523,523,2020-06-07,Branded products,Good product,5,0.0,0.0,1.0,0.0,Neutral
524,524,2020-05-29,Bit high price...,Costly,3,0.0,0.0,1.0,0.0,Neutral
525,525,2020-06-03,Nice to use in current covid sitution.,Value for money,5,0.318,0.0,0.682,0.4215,Positive
526,526,2020-08-26,Good product,Good product,5,0.744,0.0,0.256,0.4404,Positive
527,527,2020-05-30,Duplicate product..,Duplicate product..,1,0.0,0.0,1.0,0.0,Neutral
528,528,2020-08-10,"Smells like wine, no need to go wine shop",Bad smell like wine,1,0.214,0.188,0.598,0.0772,Positive
529,529,2020-06-08,It's a good product.70% ethyl alcohol,Ready to use sanitiser,5,0.42,0.0,0.58,0.4404,Positive
530,530,2020-08-01,Value for money. .. Larger than expected, OK_hand ,5,0.286,0.0,0.714,0.34,Positive
531,531,2020-08-14,The quality of the product is very good.,The quality of the product is very good.,4,0.313,0.0,0.687,0.4927,Positive
532,532,2020-09-03,It's duplicate productBad smell and waste product.,Duplicate product,1,0.0,0.318,0.682,-0.4215,Negative
533,533,2020-05-23,Good one . Value for all,Good one,4,0.639,0.0,0.361,0.6486,Positive
534,534,2020-05-20,Nice and good product.,Good product to buy,5,0.74,0.0,0.26,0.6908,Positive
535,535,2020-05-31,It big in size.. but I doubt it is original??,Value for money  face_with_rolling_eyes ,4,0.218,0.266,0.516,-0.168,Negative
536,536,2020-06-15,Good product,Good product,5,0.744,0.0,0.256,0.4404,Positive
537,537,2020-05-30,The scent is not like the previous one,Scent,2,0.0,0.232,0.768,-0.2755,Negative
538,538,2020-06-07,I guess the product delivered to me is fake one,Fake product,1,0.0,0.279,0.721,-0.4767,Negative
539,539,2020-08-17,The item is broken and the spray pumping is nit workimg,Damaged material,1,0.0,0.237,0.763,-0.4767,Negative
540,540,2020-06-12,Super,Supr product,5,1.0,0.0,0.0,0.5994,Positive
541,541,2020-06-22,Seems harmful for skin.,Not good,3,0.0,0.0,1.0,0.0,Neutral
542,542,2020-07-03,It's scent is really awesome and also value for money.,Good Product.,4,0.459,0.0,0.541,0.7778,Positive
543,543,2020-05-29,cap is change,good product,4,0.0,0.0,1.0,0.0,Neutral
544,544,2020-07-14,Not bad,Not bad,3,0.74,0.0,0.26,0.431,Positive
545,545,2020-06-19,"Not same as shown in the picture,The product is duplicate",Duplicate,1,0.0,0.0,1.0,0.0,Neutral
546,546,2020-06-19,Delivered fake product and one one type and got another product,Fake products,1,0.0,0.237,0.763,-0.4767,Negative
547,547,2020-06-16,Odour is very bad,Not good,4,0.0,0.558,0.442,-0.5849,Negative
548,548,2020-06-09,I Don't know it Works or not. But It smells really bad.,This Stinks,3,0.0,0.342,0.658,-0.7343,Negative
549,549,2020-06-04,"Nice fragrance, and good texture",Nice product,5,0.655,0.0,0.345,0.6908,Positive
550,550,2020-06-06,Best value good product.,Best Hand sanitizer.,5,0.905,0.0,0.095,0.8591,Positive
551,551,2020-06-26,Good products value for money,Amazing Products,5,0.639,0.0,0.361,0.6486,Positive
552,552,2020-07-03,I am very desaponted,Damage products received,1,0.0,0.0,1.0,0.0,Neutral
553,553,2020-06-03,Good sanetizer for hand and value for money,Go for it,5,0.63,0.0,0.37,0.8176,Positive
554,554,2020-06-10,Good product,Good,5,0.744,0.0,0.256,0.4404,Positive
555,555,2020-08-15,Good product,Good product,4,0.744,0.0,0.256,0.4404,Positive
556,556,2020-07-18,really it is awesome product sir.,awesome product,5,0.466,0.0,0.534,0.6557,Positive
557,557,2020-05-29,Not good bottle cap is worst,Not good,1,0.0,0.619,0.381,-0.7584,Negative
558,558,2020-08-27,Good,Good,5,1.0,0.0,0.0,0.4404,Positive
559,559,2020-08-12,Overall experience is good,It's really a good products..,5,0.492,0.0,0.508,0.4404,Positive
560,560,2020-08-24,Product 5Packaging 1,Not happy with packaging.. got broken product,3,0.0,0.0,1.0,0.0,Neutral
561,561,2020-06-25,Good product,Value for money,3,0.744,0.0,0.256,0.4404,Positive
562,562,2020-05-22,want to reorder  smiling_face_with_smiling_eyes ,good one,5,0.302,0.0,0.698,0.0772,Positive
563,563,2020-07-23,More sticky.... Quality was not up to lifebuoy products,Sticky.....Quality was nit up to mark,1,0.0,0.0,1.0,0.0,Neutral
564,564,2020-06-04,Product is very good but packaging is very poor .,Good product,4,0.153,0.335,0.511,-0.5413,Negative
565,565,2020-05-25,"Fastest delivery by Amazon, quality is also perfect.",Must buy,5,0.474,0.0,0.526,0.6597,Positive
566,566,2020-06-09,Waste of money product to hars and not a good dmell,Not a Good product,1,0.0,0.394,0.606,-0.6377,Negative
567,567,2020-08-12,One bottle found in half empty condition,Quantity of sanitizer,1,0.0,0.231,0.769,-0.2023,Negative
568,568,2020-08-31,Excellent quality and smells really nice,Value for money,5,0.629,0.0,0.371,0.7778,Positive
569,569,2020-07-30,Duplicate product received. Don't buy!!!,Fake product!!!!,1,0.0,0.0,1.0,0.0,Neutral
570,570,2020-08-19,Sent is not good,Value product,5,0.0,0.445,0.555,-0.3412,Negative
571,571,2020-07-22,Products is good,Okk,4,0.592,0.0,0.408,0.4404,Positive
572,572,2020-05-21,Nice product. Keeps hand soft and smells really good,Very nice,4,0.605,0.0,0.395,0.8479,Positive
573,573,2020-05-24,Really good product.... I like it...,Good product delivered by amaZon,4,0.665,0.0,0.335,0.7146,Positive
574,574,2020-05-20,Quality is more than we thought. thumbs_up  thumbs_up ,Essential Product,5,0.0,0.0,1.0,0.0,Neutral
575,575,2020-08-23,No side effect for skin,Safe santizer for skin problem,5,0.0,0.355,0.645,-0.296,Negative
576,576,2020-06-12,Lifeboy Sanitizer is Good,Good Sanitizer,5,0.492,0.0,0.508,0.4404,Positive
577,577,2020-08-08,I received damage products,Hopeless,1,0.0,0.615,0.385,-0.4939,Negative
578,578,2020-06-18,Quality wise very good product.,Good product,5,0.677,0.0,0.323,0.7425,Positive
579,579,2020-06-04,Germ protected,Germ,5,0.744,0.0,0.256,0.4404,Positive
580,580,2020-08-04,It smells good,Good,5,0.592,0.0,0.408,0.4404,Positive
581,581,2020-07-12,The scent is weird and to strong gave me a headache.,Awful scent,2,0.254,0.131,0.615,0.3818,Positive
582,582,2020-05-21,Good product,Good product,4,0.744,0.0,0.256,0.4404,Positive
583,583,2020-06-24,It's good but need improvement,Good,4,0.665,0.0,0.335,0.714,Positive
584,584,2020-06-01,Very Old Stock &amp; does not look original.,Duplicate &amp; broken item received,1,0.0,0.219,0.781,-0.2411,Negative
585,585,2020-05-23,Excellent product.,A must buy,5,0.787,0.0,0.213,0.5719,Positive
586,586,2020-06-14,Not good,Bed,2,0.0,0.706,0.294,-0.3412,Negative
587,587,2020-08-25,Fake sanitizer....scent is not the exact one,Bad quality product,1,0.0,0.341,0.659,-0.4767,Negative
588,588,2020-07-02,good quality product,good quality product,4,0.592,0.0,0.408,0.4404,Positive
589,589,2020-06-02,Good quality product,Good,5,0.592,0.0,0.408,0.4404,Positive
590,590,2020-06-14,Good product,Good,5,0.744,0.0,0.256,0.4404,Positive
591,591,2020-08-29,Nice product,Nice,5,0.737,0.0,0.263,0.4215,Positive
592,592,2020-06-14,Good product,Value for more ey,5,0.744,0.0,0.256,0.4404,Positive
593,593,2020-07-12,"Duplicate product, not expected from Amazon",Duplicate,1,0.0,0.233,0.767,-0.1326,Negative
594,594,2020-08-27,Fake product. Don't buy it.,Fake product. Pls do not buy.,1,0.0,0.437,0.563,-0.4767,Negative
595,595,2020-08-08,Good,Good,5,1.0,0.0,0.0,0.4404,Positive
596,596,2020-06-09,Useful nowadays.  blue_heart ,Good,4,0.592,0.0,0.408,0.4404,Positive
597,597,2020-06-03,I think this is no so good....,Average product,4,0.0,0.306,0.694,-0.296,Negative
598,598,2020-06-07,It's good but could have been better.,Can be better,4,0.537,0.0,0.463,0.7003,Positive
599,599,2020-06-11,Duplicate product.,Different Bottle.,1,0.0,0.0,1.0,0.0,Neutral
600,600,2020-05-22,Nice product,Good product,4,0.737,0.0,0.263,0.4215,Positive
601,601,2020-05-17,Product is super but smell is not good...,Kkk,5,0.259,0.0,0.741,0.3506,Positive
602,602,2020-05-16,It's not original lifeboy,Fake product,1,0.0,0.395,0.605,-0.2411,Negative
603,603,2020-05-29,Duplicate product,Fake product,1,0.0,0.0,1.0,0.0,Neutral
604,604,2020-06-18,Good,Good,4,1.0,0.0,0.0,0.4404,Positive
605,605,2020-06-23,Worth it.,Worth the buy.,5,0.655,0.0,0.345,0.2263,Positive
606,606,2020-05-23,At this price 500ml is so cheap.,With 70% alcohol.. Best product for our safety,5,0.0,0.0,1.0,0.0,Neutral
607,607,2020-06-04,Scent is awesome,A brand sanitizer  sign_of_the_horns ,5,0.672,0.0,0.328,0.6249,Positive
608,608,2020-07-16,Must try it was useful,Hand sanitizer,5,0.42,0.0,0.58,0.4404,Positive
609,609,2020-06-01,Good1,Good1,5,0.0,0.0,1.0,0.0,Neutral
610,610,2020-06-03,Nice one,Nice one,5,0.737,0.0,0.263,0.4215,Positive
611,611,2020-08-08,Good one,Nice product,5,0.744,0.0,0.256,0.4404,Positive
612,612,2020-05-20,Everything is good but cap look oddy,Awsum.......,4,0.245,0.0,0.755,0.2382,Positive
613,613,2020-06-04,Good,Good,5,1.0,0.0,0.0,0.4404,Positive
614,614,2020-05-27,Found it very helpful..,Good product,5,0.0,0.0,1.0,0.0,Neutral
615,615,2020-06-21,"Yes, I like this product",The product is Good &amp; original,5,0.722,0.0,0.278,0.6369,Positive
616,616,2020-07-16,It's a good sanitizer,Good Product,4,0.592,0.0,0.408,0.4404,Positive
617,617,2020-06-09,VERY BAD PRODUCT.DUPLICATE HAND SANITIZER SUPPLY.,DUPLICATE LIFEBUOY SANITIZER,1,0.308,0.337,0.355,-0.0847,Negative
618,618,2020-06-13,It's not original it's duplicate product,Duplicate,1,0.0,0.282,0.718,-0.2411,Negative
619,619,2020-06-03,Value of money is little bit high,After all good,3,0.286,0.0,0.714,0.34,Positive
620,620,2020-07-19,Broken cap and quantity is less than actual.,Damaged product,1,0.0,0.307,0.693,-0.4767,Negative
621,621,2020-08-16,Good Product..,Lifebuoy Alcohol Based Germ Protection Hand Sanitizer 500ml,5,0.744,0.0,0.256,0.4404,Positive
622,622,2020-06-08,"Nice sanitizer, safe for kids , value for money.",Nice sanitizer,5,0.618,0.0,0.382,0.7964,Positive
623,623,2020-08-08,Upper spray portion is damaged,Damaged nd received in worst condition,1,0.0,0.42,0.58,-0.4404,Negative
624,624,2020-05-30,Good product.. packaging good.. value for money..,Trust to Amazon,4,0.515,0.0,0.485,0.6486,Positive
625,625,2020-07-18,Duplicate sanitizer..,Duplicate sanitizer,1,0.0,0.0,1.0,0.0,Neutral
626,626,2020-06-29,Very good service and product,Nice products,5,0.444,0.0,0.556,0.4927,Positive
627,627,2020-06-26,Totally waste product,Don't buy,1,0.0,0.607,0.393,-0.4754,Negative
628,628,2020-06-06,Excellent product from Lifebuoy,Lifebuoy Alcohol Based Germ Protection Hand Sanitizer 500ml,5,0.552,0.0,0.448,0.5719,Positive
629,629,2020-07-30,Pump is not working.,Pump is not working,2,0.0,0.0,1.0,0.0,Neutral
630,630,2020-08-01,good product,nice product,5,0.744,0.0,0.256,0.4404,Positive
631,631,2020-06-04,Value for money,Nice,5,0.545,0.0,0.455,0.34,Positive
632,632,2020-05-26,Bottle is damage,Bottle is damage,5,0.0,0.615,0.385,-0.4939,Negative
633,633,2020-08-17,Good,Good,5,1.0,0.0,0.0,0.4404,Positive
634,634,2020-07-04,doesn't smells good,Scent is not good,4,0.0,0.546,0.454,-0.3412,Negative
635,635,2020-05-25,Very good quilty,Is toop quilty,5,0.615,0.0,0.385,0.4927,Positive
636,636,2020-06-18,Fake hand sanitizer,Fake,1,0.438,0.425,0.137,0.0258,Positive
637,637,2020-06-13,Good product. Reasonable rate,Recomend to buy,5,0.492,0.0,0.508,0.4404,Positive
638,638,2020-09-02,Osm, smiling_face_with_heart-eyes ,5,0.0,0.0,1.0,0.0,Neutral
639,639,2020-06-14,Quality is very bad not looking original one,Duplicate product,1,0.0,0.49,0.51,-0.6961,Negative
640,640,2020-08-21,Recieved damaged and leaked bottle,Leaking,3,0.0,0.634,0.366,-0.6369,Negative
641,641,2020-06-18,Good product,Good,5,0.744,0.0,0.256,0.4404,Positive
642,642,2020-06-15,Nice product,Nice product,5,0.737,0.0,0.263,0.4215,Positive
643,643,2020-08-05,Effective product,Super,5,0.756,0.0,0.244,0.4767,Positive
644,644,2020-05-20,Good quality and good service,Thanks for fast service,5,0.659,0.0,0.341,0.7003,Positive
645,645,2020-08-30,Good but better go with dettol .,Ok,3,0.592,0.0,0.408,0.7003,Positive
646,646,2020-06-02,Good product,Good,4,0.744,0.0,0.256,0.4404,Positive
647,647,2020-05-30,Worth the money. Love it,As Expected,4,0.67,0.0,0.33,0.7269,Positive
648,648,2020-06-09,Value for money,Very nice product,5,0.545,0.0,0.455,0.34,Positive
649,649,2020-06-28,Made by hindustan Unilever india,Made by,5,0.0,0.0,1.0,0.0,Neutral
650,650,2020-07-07,Fast delivered.,Everything good.,5,0.0,0.0,1.0,0.0,Neutral
651,651,2020-05-27,good product,value for money,5,0.744,0.0,0.256,0.4404,Positive
652,652,2020-07-16,It's a without seal ...,Disappointed,1,0.0,0.0,1.0,0.0,Neutral
653,653,2020-06-10,Pocket friendly,Cost effective,5,0.762,0.0,0.238,0.4939,Positive
654,654,2020-06-17,Please don't buy sanitizer is like water,Waste of money,1,0.49,0.0,0.51,0.5859,Positive
655,655,2020-06-09,Perfect condition,Great condition,5,0.787,0.0,0.213,0.5719,Positive
656,656,2020-06-05,The sanitizer came in vim liquid bottle.,Packaging,1,0.0,0.0,1.0,0.0,Neutral
657,657,2020-05-28,I am happy for it. 100% brand,Good,5,0.425,0.0,0.575,0.5719,Positive
658,658,2020-07-28,Bottle dot was broken,Nice,5,0.0,0.508,0.492,-0.4767,Negative
659,659,2020-05-22,Good produckt,Good,4,0.744,0.0,0.256,0.4404,Positive
660,660,2020-07-06,Good,Good,5,1.0,0.0,0.0,0.4404,Positive
661,661,2020-08-18,Good quality,Good,4,0.744,0.0,0.256,0.4404,Positive
662,662,2020-05-27,Not Original,Bad / Not Original,1,0.0,0.662,0.338,-0.2411,Negative
663,663,2020-08-26,Good product,Good product,4,0.744,0.0,0.256,0.4404,Positive
664,664,2020-07-13,Good,Good,5,1.0,0.0,0.0,0.4404,Positive
665,665,2020-07-31,Good,Good,4,1.0,0.0,0.0,0.4404,Positive
666,666,2020-06-08,Like,Good product,5,1.0,0.0,0.0,0.3612,Positive
667,667,2020-06-07,Received someone else products,Wrong Delivery,1,0.0,0.0,1.0,0.0,Neutral
668,668,2020-06-25,Good product,Good,5,0.744,0.0,0.256,0.4404,Positive
669,669,2020-06-04,Waste for money for duplicate.,Duplicate alcohol,1,0.0,0.412,0.588,-0.4215,Negative
670,670,2020-06-21,Good,Good,4,1.0,0.0,0.0,0.4404,Positive
671,671,2020-06-06,Ok,Ok,4,1.0,0.0,0.0,0.296,Positive
672,672,2020-06-26,Smell like a fruit,Smell my like a sanitizer,3,0.556,0.0,0.444,0.3612,Positive
673,673,2020-06-25,Received duplicate product,Worst product,1,0.0,0.0,1.0,0.0,Neutral
674,674,2020-07-07,Liquid leaked inside the packing,Liquid leaked,4,0.0,0.365,0.635,-0.3182,Negative
675,675,2020-05-29,Awesome scent,Value for money,5,0.804,0.0,0.196,0.6249,Positive
676,676,2020-07-14,Very nice,Worth,5,0.756,0.0,0.244,0.4754,Positive
677,677,2020-07-19,Duplicate,Duplicate item,1,0.0,0.0,1.0,0.0,Neutral
678,678,2020-08-02,Good n satisfied, thumbs_up ,4,1.0,0.0,0.0,0.6908,Positive
679,679,2020-06-10,This product is very good.,Very satisfied,5,0.444,0.0,0.556,0.4927,Positive
680,680,2020-06-21,Excellent,I admire this product,5,1.0,0.0,0.0,0.5719,Positive
681,681,2020-08-03,Damage product received,Damage product,1,0.0,0.615,0.385,-0.4939,Negative
682,682,2020-07-28,Good Product,Good Product,5,0.744,0.0,0.256,0.4404,Positive
683,683,2020-07-27,Nice,Nice,5,1.0,0.0,0.0,0.4215,Positive
684,684,2020-05-27,Don't buy this product. It's fake.,Fake product,1,0.0,0.383,0.617,-0.4767,Negative
685,685,2020-07-29,Good but late delivery,Good but late delivery,4,0.394,0.0,0.606,0.2382,Positive
686,686,2020-08-09,Better,Better,3,1.0,0.0,0.0,0.4404,Positive
687,687,2020-08-25,Useful,Useful,5,1.0,0.0,0.0,0.4404,Positive
688,688,2020-07-16,Good product,Good quality,5,0.744,0.0,0.256,0.4404,Positive
689,689,2020-05-22,Nice Product,Good,5,0.737,0.0,0.263,0.4215,Positive
690,690,2020-06-01,Very good product,Good Product,5,0.615,0.0,0.385,0.4927,Positive
691,691,2020-08-04,Damaged item.,Defective product.,1,0.0,0.744,0.256,-0.4404,Negative
692,692,2020-06-14,Nice products,Santizer,5,0.737,0.0,0.263,0.4215,Positive
693,693,2020-08-09,Great product,Great,4,0.804,0.0,0.196,0.6249,Positive
694,694,2020-05-30,this is dublicate product ......,this is dublicate,1,0.0,0.0,1.0,0.0,Neutral
695,695,2020-05-15,It is a good product,No problems with the product,5,0.492,0.0,0.508,0.4404,Positive
696,696,2020-05-21,Fake product,Fake,1,0.0,0.756,0.244,-0.4767,Negative
697,697,2020-07-13,Good product,Good product,4,0.744,0.0,0.256,0.4404,Positive
698,698,2020-06-17,Good product,Review,3,0.744,0.0,0.256,0.4404,Positive
699,699,2020-07-10,Good,Good product,4,1.0,0.0,0.0,0.4404,Positive
700,700,2020-08-30,good,good,5,1.0,0.0,0.0,0.4404,Positive
701,701,2020-06-30,Duplicate product .,Duplicate product.,1,0.0,0.0,1.0,0.0,Neutral
702,702,2020-08-19,Duplicate product .,Duplicate product,1,0.0,0.0,1.0,0.0,Neutral
703,703,2020-06-09,Good product.,Good,3,0.744,0.0,0.256,0.4404,Positive
704,704,2020-08-25,Duplicate product.,Duplicate,1,0.0,0.0,1.0,0.0,Neutral
705,705,2020-07-06,Duplicate,Duplicate,1,0.0,0.0,1.0,0.0,Neutral
706,706,2020-05-27,Good alcohol based sanitiser.,Good sanitiser,5,0.492,0.0,0.508,0.4404,Positive
707,707,2020-06-04,Nice,Well,5,1.0,0.0,0.0,0.4215,Positive
708,708,2020-06-05,Nice,Ok,4,1.0,0.0,0.0,0.4215,Positive
709,709,2020-06-08,It is nice product. Amazing,It's ti good,5,0.688,0.0,0.312,0.765,Positive
710,710,2020-05-30,good,ok,5,1.0,0.0,0.0,0.4404,Positive
711,711,2020-08-22,Product was good,Packaging system is very bad,4,0.592,0.0,0.408,0.4404,Positive
712,712,2020-08-25,Good one,"But the packing was so worst ever, please concentrate on packing.",4,0.744,0.0,0.256,0.4404,Positive
713,713,2020-06-02,Wow,Value of money,5,1.0,0.0,0.0,0.5859,Positive
714,714,2020-07-07,Good product..,Good sanitizer,5,0.744,0.0,0.256,0.4404,Positive
715,715,2020-07-26,Good product,Good,5,0.744,0.0,0.256,0.4404,Positive
716,716,2020-07-15,Good product..,..,5,0.744,0.0,0.256,0.4404,Positive
717,717,2020-06-14,No alcohol in sanitizer,Very very bad product,1,0.0,0.423,0.577,-0.296,Negative
718,718,2020-05-30,Bottle Cap is suspected.,Not satisfactory,1,0.0,0.388,0.612,-0.2263,Negative
719,719,2020-06-14,value of money,lifebuoy,4,0.545,0.0,0.455,0.34,Positive
720,720,2020-05-17,nice product,nice product,5,0.737,0.0,0.263,0.4215,Positive
721,721,2020-07-08,Good,Very good,5,1.0,0.0,0.0,0.4404,Positive
722,722,2020-08-22,Nice,Nice,5,1.0,0.0,0.0,0.4215,Positive
723,723,2020-06-02,Nice,Ok,5,1.0,0.0,0.0,0.4215,Positive
724,724,2020-07-26,Very good,Delivery very fast,4,0.762,0.0,0.238,0.4927,Positive
725,725,2020-08-08,Easy to use,Recommended,4,0.592,0.0,0.408,0.4404,Positive
726,726,2020-05-24,It is very good for use,So good,5,0.39,0.0,0.61,0.4927,Positive
727,727,2020-07-05,Colour is only bad,Good,5,0.0,0.538,0.462,-0.5423,Negative
728,728,2020-06-08,Good pordacte,Good,5,0.744,0.0,0.256,0.4404,Positive
729,729,2020-08-21,Ok,Ok,2,1.0,0.0,0.0,0.296,Positive
730,730,2020-06-10,Nice,Nice,5,1.0,0.0,0.0,0.4215,Positive
731,731,2020-06-09,Nice product,Very useful,5,0.737,0.0,0.263,0.4215,Positive
732,732,2020-05-31,It’s duplicat,Wast money &amp; time,1,0.0,0.0,1.0,0.0,Neutral
733,733,2020-05-29,Its too good.,I like it.,3,0.592,0.0,0.408,0.4404,Positive
734,734,2020-06-04,Good product,Good 1,5,0.744,0.0,0.256,0.4404,Positive
735,735,2020-07-13,Orginal product,Orginal product,5,0.0,0.0,1.0,0.0,Neutral
736,736,2020-05-30,Nice Product,Good Product,4,0.737,0.0,0.263,0.4215,Positive
737,737,2020-07-10,Pump is broken,Broken,1,0.0,0.608,0.392,-0.4767,Negative
738,738,2020-05-20,Good,Nic,5,1.0,0.0,0.0,0.4404,Positive
739,739,2020-06-07,valu for mony.. .,good product,4,0.0,0.0,1.0,0.0,Neutral
740,740,2020-06-13,Very bad,Very bad,1,0.0,0.791,0.209,-0.5849,Negative
741,741,2020-05-22,Thanks,I m so So happy,5,1.0,0.0,0.0,0.4404,Positive
742,742,2020-05-25,Gd,Review,5,0.0,0.0,1.0,0.0,Neutral
743,743,2020-06-01,smell is not well,not so well,2,0.0,0.377,0.623,-0.2057,Negative
744,744,2020-05-27,Duplicate Product,Money waste,1,0.0,0.0,1.0,0.0,Neutral
745,745,2020-05-27,Very good product,Very good product,5,0.615,0.0,0.385,0.4927,Positive
746,746,2020-07-15,Gud,Gud,5,0.0,0.0,1.0,0.0,Neutral
747,747,2020-07-05,Nice,Nice,5,1.0,0.0,0.0,0.4215,Positive
748,748,2020-05-15,Good,Good,5,1.0,0.0,0.0,0.4404,Positive
749,749,2020-08-09,Good,Good,5,1.0,0.0,0.0,0.4404,Positive
750,750,2020-06-28,Good,Thakns,5,1.0,0.0,0.0,0.4404,Positive
751,751,2020-05-31,Nothing,Good Product,4,0.0,0.0,1.0,0.0,Neutral
752,752,2020-06-13,Good,Good,5,1.0,0.0,0.0,0.4404,Positive
753,753,2020-07-02,Its is osm,Nice,5,0.0,0.0,1.0,0.0,Neutral
754,754,2020-08-22,Ok,Ok,5,1.0,0.0,0.0,0.296,Positive
755,755,2020-06-09,Good,Nice,5,1.0,0.0,0.0,0.4404,Positive
756,756,2020-06-05,nice product,worth product,5,0.737,0.0,0.263,0.4215,Positive
757,757,2020-06-06,money worth,good product,5,0.655,0.0,0.345,0.2263,Positive
758,758,2020-05-28,Good product,Nice one,4,0.744,0.0,0.256,0.4404,Positive
759,759,2020-06-21,Duplicate,Duplicate,1,0.0,0.0,1.0,0.0,Neutral
760,760,2020-06-18,Good 100%,Good,5,0.744,0.0,0.256,0.4404,Positive
761,761,2020-07-01,Good,Good,5,1.0,0.0,0.0,0.4404,Positive
762,762,2020-07-01,good,good,5,1.0,0.0,0.0,0.4404,Positive
763,763,2020-05-25,Not good,Not good,1,0.0,0.706,0.294,-0.3412,Negative
764,764,2020-05-20,Its nice,Great,5,0.737,0.0,0.263,0.4215,Positive
765,765,2020-06-10,Good,Good,5,1.0,0.0,0.0,0.4404,Positive
766,766,2020-06-02,Good,Good,5,1.0,0.0,0.0,0.4404,Positive
767,767,2020-05-25,Good,Good,5,1.0,0.0,0.0,0.4404,Positive
768,768,2020-05-21,3 stars to this product because Amazon delivered it when it was needed.1 start deducted cuz- not sure about that the product is original or notAnd 1 star deducted more for not providing any pump dispenser with it. While flipkart provides it .Final verdict- Prefer to buy it from Flipkart.,Buy is from Flipkart,3,0.109,0.038,0.853,0.3895,Positive
769,769,2020-08-21,"Scent is strong and awful. Very alcoholic smell, just like strong whisky. I don't know if I received an original bottle, but if it is so unusable because of its extremely strong smell, it doesn't leave hands after washing with water.",Extremely strong smell,1,0.282,0.042,0.676,0.8545,Positive
770,770,2020-08-01,Smells like Yaak... no where near Dettol Sanitizer. Not sure about virus but this smell can definitely kill human. Definitely a duplicate product...,Duplicate Product!!! Dont buy,1,0.257,0.279,0.464,-0.1977,Negative
771,771,2020-07-09,1- All over product quality was awesome2- and the sanitizer was also good3- Thank you amazon and also to the seller,Recommended,5,0.181,0.0,0.819,0.4939,Positive
772,772,2020-05-30,Its wonderful product and its really useful during pendemic covid 19 situation original produst,Awesome,4,0.455,0.0,0.545,0.8479,Positive
773,773,2020-05-24,Don't buy these hand rub of foreign company buy india base make in india product to help india to maintain economy,Only indian products,1,0.111,0.108,0.781,0.0186,Positive
774,774,2020-07-24,This is superb products for hand sanitizer and is best to use.It's scent and good packaging and is easy to use,Awesomeness products for use as hand sanitizer,5,0.52,0.0,0.48,0.9538,Positive
